Standard	/user/ktrueman/default_domain/official_language,/language/human_language,/education/field_of_study,/book/book_subject,/base/ontologies/ontology_instance,/broadcast/genre,/media_common/netflix_genre,/award/award_discipline,/base/todolists/topic,/fictional_universe/fictional_language,/common/topic,/base/rosetta/languoid
Japanese	/user/ktrueman/default_domain/official_language,/language/human_language,/education/field_of_study,/book/book_subject,/base/ontologies/ontology_instance,/broadcast/genre,/media_common/netflix_genre,/award/award_discipline,/base/todolists/topic,/fictional_universe/fictional_language,/common/topic,/base/rosetta/languoid
.	O

It	O
is	O
also	O
used	O
wherever	O
a	O
backslash	O
is	O
used	O
,	O
such	O
as	O
the	O
directory	O
separator	O
character	O
and	O
the	O
general	O
escape	O
character	O
,	O
essentially	O
making	O
it	O
a	O
backslash	O
with	O
a	O
yen	O
sign	O
look	O
,	O
a	O
peculiarity	O
that	O
stems	O
from	O
JIS	/common/topic
X	/common/topic
0201	/common/topic
.	O

A	O
very	O
similar	O
glyph	O
has	O
also	O
sometimes	O
been	O
used	O
for	O
the	O
uppercase	O
form	O
of	O
Ɓ	/common/topic
ɓ	/common/topic
.	O

In	O
upside-down	O
text	O
,	O
the	O
letter	O
in	O
lowercase	O
form	O
is	O
often	O
used	O
as	O
a	O
substitute	O
for	O
turned	O
g	O
(	O
for	O
its	O
wider	O
availability	O
in	O
fonts	O
such	O
as	O
Verdana	/user/daepark/themes/css_font,/base/typefaces/typeface,/common/topic,/user/daepark/themes/css,/user/daepark/themes/topic,/base/typefaces/topic
Ref	/user/daepark/themes/css_font,/base/typefaces/typeface,/common/topic,/user/daepark/themes/css,/user/daepark/themes/topic,/base/typefaces/topic
and	O
Georgia	/user/daepark/themes/topic,/base/typefaces/topic,/common/topic,/user/daepark/themes/css,/base/typefaces/typeface,/user/daepark/themes/css_font
than	O
other	O
substitutes	O
,	O
such	O
as	O
the	O
real	O
Unicode	O
turned-g	O
and	O
another	O
substitute	O
,	O
B	/common/topic
with	/common/topic
hook	/common/topic
)	O
.	O

(	O
minuscule	O
:	O
ƅ	O
)	O
is	O
a	O
letter	O
of	O
the	O
Latin	O
alphabet	O
used	O
in	O
the	O
Zhuang	O
language	O
from	O
1957	O
to	O
1986	O
to	O
indicate	O
the	O
sixth	O
tone	/common/topic
,	O
mid-level	O
˧	O
.	O

It	O
is	O
used	O
with	O
the	O
same	O
value	O
in	O
the	O
orthographies	O
of	O
various	O
languages	O
,	O
notably	O
some	O
African	/language/language_family,/common/topic
languages	/language/language_family,/common/topic
,	O
such	O
as	O
Fula	/common/topic,/language/human_language
and	O
Hausa	/common/topic,/base/rosetta/languoid,/base/ontologies/ontology_instance,/language/human_language
.	O

In	O
the	O
Latin	O
Azerbaijani	/language/human_language,/base/rosetta/languoid,/user/ktrueman/default_domain/official_language,/common/topic
and	O
Chechen	/base/rosetta/languoid,/common/topic,/language/human_language
alphabets	O
,	O
Ə	O
represents	O
the	O
near-open	O
front	O
unrounded	O
vowel	O
,	O
/	O
æ	O
/	O
.	O

In	O
the	O
International	/language/language_writing_system,/common/topic
Phonetic	/language/language_writing_system,/common/topic
Alphabet	/language/language_writing_system,/common/topic
,	O
minuscule	O
ə	O
is	O
used	O
to	O
represent	O
the	O
mid	O
central	O
vowel	O
(	O
see	O
schwa	O
)	O
.	O

I-bar	O
(	O
majuscule	O
:	O
Ɨ	O
,	O
minuscule	/common/topic
:	O
ɨ	O
)	O
,	O
also	O
called	O
barred-i	O
,	O
is	O
a	O
letter	O
of	O
the	O
Latin	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
alphabet	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
,	O
formed	O
from	O
I	/user/tsturge/language/letter,/common/topic,/base/ontologies/ontology_instance,/user/tsturge/language/topic
or	O
i	O
with	O
the	O
addition	O
of	O
a	O
bar	O
.	O

Ɯ	O
(	O
minuscule	O
:	O
ɯ	O
)	O
is	O
a	O
letter	O
of	O
the	O
Latin	O
alphabet	O
,	O
shaped	O
like	O
a	O
rounded	O
W	/user/tsturge/language/letter,/common/topic,/user/tsturge/language/topic,/base/ontologies/ontology_instance
(	O
or	O
,	O
more	O
accurately	O
,	O
a	O
horizontally	O
and	O
vertically	O
flipped	O
lowercase	O
m	O
)	O
.	O

formed	O
the	O
Uniform	O
Turkic	O
Alphabet	O
,	O
for	O
example	O
,	O
Azerbaijani	/language/language_writing_system,/common/topic
alphabet	/language/language_writing_system,/common/topic
in	O
1929	O
,	O
when	O
the	O
languages	/common/topic
shifted	/common/topic
from	/common/topic
Arabic	/user/tsturge/language/topic,/common/topic,/base/qateef/topic,/base/ontologies/ontology_instance,/language/language_writing_system,/user/tsturge/language/alphabet
script	/user/tsturge/language/topic,/common/topic,/base/qateef/topic,/base/ontologies/ontology_instance,/language/language_writing_system,/user/tsturge/language/alphabet
into	O
Latin	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
script	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
.	O

Ƽ	O
(	O
minuscule	O
:	O
ƽ	O
)	O
is	O
a	O
letter	O
of	O
the	O
Latin	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
alphabet	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
used	O
in	O
the	O
Zhuang	/language/human_language,/common/topic
language	/language/human_language,/common/topic
from	O
1957	O
to	O
1986	O
to	O
indicate	O
its	O
fifth	O
tone	/common/topic
,	O
high-rising	O
˧˥	O
.	O

Ligature	O
En	O
Ge	O
(	O
Ҥ	O
&amp;	O
nbsp	O
;	O
ҥ	O
;	O
italics	O
:	O
Ҥ	O
&amp;	O
nbsp	O
;	O
ҥҤ	O
&amp;	O
nbsp	O
;	O
ҥ	O
)	O
is	O
a	O
letter	O
of	O
the	O
Cyrillic	/user/tsturge/language/topic,/user/tsturge/language/alphabet,/base/ontologies/ontology_instance,/language/language_writing_system,/common/topic
alphabet	/user/tsturge/language/topic,/user/tsturge/language/alphabet,/base/ontologies/ontology_instance,/language/language_writing_system,/common/topic
used	O
only	O
in	O
non-Slavic	O
languages	O
.	O

Ligature	O
Te	O
Tse	O
(	O
majuscule	O
:	O
Ҵ	O
,	O
minuscule	O
:	O
ҵ	O
)	O
is	O
a	O
Cyrillic	O
ligature	O
used	O
only	O
for	O
the	O
Abkhaz	O
language	O
,	O
located	O
between	O
Ц	/user/tsturge/language/topic,/common/topic,/user/tsturge/language/letter
and	O
Ч	/common/topic,/user/tsturge/language/letter,/user/tsturge/language/topic
.	O

It	O
is	O
derived	O
from	O
dal	O
(	O
د	O
)	O
,	O
with	O
a	O
small	O
ṭaʼ	O
(	O
ط	O
)	O
above	O
to	O
represent	O
retroflexion	/common/topic
(	O
as	O
in	O
Urdu	/common/topic,/user/ktrueman/default_domain/official_language,/base/rosetta/languoid,/language/human_language
)	O
,	O
and	O
two	O
dots	/common/topic,/base/writing/diacritic,/base/writing/topic
below	O
to	O
represent	O
implosion	/common/topic
(	O
as	O
in	O
Sindhi	/common/topic,/base/rosetta/languoid,/language/human_language
)	O
.	O

It	O
is	O
not	O
used	O
in	O
Arabic	O
itself	O
,	O
but	O
is	O
used	O
in	O
Marwari	/language/human_language,/base/rosetta/languoid,/common/topic
to	O
represent	O
a	O
retroflex	O
lateral	O
flap	O
,	O
and	O
in	O
Kalami	/common/topic,/base/rosetta/languoid,/language/human_language
to	O
represent	O
a	O
voiceless	O
lateral	O
fricative	O
,	O
ɬ	O
)	O
.	O

It	O
is	O
not	O
used	O
in	O
Arabic	O
itself	O
,	O
but	O
is	O
used	O
in	O
Kalami	/common/topic,/base/rosetta/languoid,/language/human_language
to	O
represent	O
a	O
voiceless	O
retroflex	O
fricative	O
,	O
ʂ	O
)	O
,	O
and	O
in	O
Ormuri	/common/topic,/language/human_language
to	O
represent	O
a	O
voiceless	O
alveolo-palatal	O
fricative	O
,	O
[	O
ɕ	O
]	O
)	O
.	O

Among	O
this	O
group	O
of	O
dialectal	O
pronunciations	O
,	O
usually	O
called	O
che	O
vaqueira	O
could	O
appears	O
basically	O
:	O
a	O
voiced	O
retroflex	O
plosive	O
[	O
ɖ	O
]	O
,	O
a	O
voiced	O
retroflex	O
affricate	O
[	O
dʐ	O
]	O
,	O
a	O
voiceless	O
retroflex	O
affricate	O
[	O
tʂ	O
]	O
and	O
a	O
voiceless	/common/topic
alveolar	/common/topic
affricate	/common/topic
[	O
t͡s	O
]	O
.	O

(	O
minuscule	/common/topic
:	O
ṛ	O
)	O
is	O
a	O
letter	O
of	O
the	O
Latin	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
alphabet	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
,	O
formed	O
from	O
R	/film/director,/user/tsturge/language/topic,/common/topic,/base/ontologies/ontology_instance,/user/tsturge/language/letter,/people/person
with	O
the	O
addition	O
of	O
a	O
dot	/common/topic,/base/writing/diacritic,/base/writing/topic
below	O
the	O
letter	O
.	O

(	O
minuscule	O
:	O
ṭ	O
)	O
is	O
a	O
letter	O
of	O
the	O
Latin	O
alphabet	O
,	O
formed	O
from	O
T	O
with	O
the	O
addition	O
of	O
a	O
dot	/common/topic,/base/writing/diacritic,/base/writing/topic
below	O
the	O
letter	O
.	O

It	O
is	O
used	O
in	O
the	O
transcription	O
of	O
Afro-Asiatic	/common/topic,/base/ontologies/ontology_instance,/language/language_family
languages	/common/topic,/base/ontologies/ontology_instance,/language/language_family
to	O
represent	O
an	O
"	O
emphatic	O
t	O
"	O
,	O
and	O
is	O
used	O
in	O
the	O
Berber	/language/language_writing_system,/common/topic
Latin	/language/language_writing_system,/common/topic
alphabet	/language/language_writing_system,/common/topic
.	O

(	O
minuscule	O
:	O
ẓ	O
)	O
is	O
a	O
letter	O
of	O
the	O
Latin	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
alphabet	/user/tsturge/language/topic,/base/ontologies/ontology_instance,/user/tsturge/language/alphabet,/language/language_writing_system,/common/topic
,	O
formed	O
from	O
Z	/common/topic,/user/avic/assertion_modeling_kit/topic,/user/avic/assertion_modeling_kit/quantifier_variable,/user/tsturge/language/letter,/base/ontologies/ontology_instance,/user/tsturge/language/topic
with	O
the	O
addition	O
of	O
a	O
dot	/common/topic,/base/writing/diacritic,/base/writing/topic
below	O
the	O
letter	O
.	O

The	O
modern	O
partial	O
derivative	O
notation	O
is	O
by	O
Adrien-Marie	/user/skud/names/name_source,/base/kwebbase/kwtopic,/influence/influence_node,/user/narphorium/people/topic,/people/deceased_person,/education/academic,/user/narphorium/people/nndb_person,/people/person,/chess/chess_player,/common/topic
Legendre	/user/skud/names/name_source,/base/kwebbase/kwtopic,/influence/influence_node,/user/narphorium/people/topic,/people/deceased_person,/education/academic,/user/narphorium/people/nndb_person,/people/person,/chess/chess_player,/common/topic
(	O
1786	O
)	O
,	O
though	O
he	O
later	O
abandoned	O
it	O
;	O
Carl	/influence/influence_node,/common/topic,/people/deceased_person,/people/person,/user/skud/names/name_source,/education/academic,/user/lindenb/default_domain/scientist
Gustav	/influence/influence_node,/common/topic,/people/deceased_person,/people/person,/user/skud/names/name_source,/education/academic,/user/lindenb/default_domain/scientist
Jacob	/influence/influence_node,/common/topic,/people/deceased_person,/people/person,/user/skud/names/name_source,/education/academic,/user/lindenb/default_domain/scientist
Jacobi	/influence/influence_node,/common/topic,/people/deceased_person,/people/person,/user/skud/names/name_source,/education/academic,/user/lindenb/default_domain/scientist
re-introduced	O
the	O
symbol	O
in	O
1841	O
.	O

,	O
or	O
o	O
with	O
low	O
ring	O
inside	O
,	O
is	O
a	O
phonetic	O
character	O
from	O
Landsmalsalfabetet	O
,	O
a	O
phonetic	O
alphabet	O
for	O
the	O
transcription	O
of	O
Swedish	/base/rosetta/languoid,/base/ontologies/ontology_instance,/media_common/netflix_genre,/common/topic,/award/award_discipline,/base/swedishamericanbusiness/topic,/user/ktrueman/default_domain/official_language,/language/human_language,/fictional_universe/fictional_language
dialects	O
.	O

The	O
Emergency	O
Call	O
Service	O
is	O
operated	O
by	O
Telstra	/base/ovguide/topic,/business/issuer,/business/employer,/business/business_operation,/common/topic,/organization/organization,/award/ranked_item,/business/sponsor
a	O
condition	O
of	O
its	O
telecommunications	O
licence	O
,	O
and	O
is	O
intended	O
only	O
for	O
use	O
in	O
life-threatening	O
or	O
time-critical	O
emergencies	O
.	O

112	/common/topic
Emergency	O
phone	O
number	O
across	O
the	O
European	/base/nations/topic,/location/statistical_region,/people/ethnicity,/location/country,/organization/membership_organization,/internet/website_owner,/book/book_subject,/projects/project_participant,/internet/website_category,/base/tagit/concept,/base/ontologies/ontology_instance,/user/skud/flags/flag_having_thing,/common/topic,/government/governmental_jurisdiction,/organization/organization,/award/award_winner,/organization/organization_member,/book/author,/organization/organization_scope,/business/employer,/location/location,/base/nations/supranational_body,/base/languagesfordomainnames/topic,/user/ktrueman/default_domain/international_organization,/base/estonia/topic,/location/dated_location
Union	/base/nations/topic,/location/statistical_region,/people/ethnicity,/location/country,/organization/membership_organization,/internet/website_owner,/book/book_subject,/projects/project_participant,/internet/website_category,/base/tagit/concept,/base/ontologies/ontology_instance,/user/skud/flags/flag_having_thing,/common/topic,/government/governmental_jurisdiction,/organization/organization,/award/award_winner,/organization/organization_member,/book/author,/organization/organization_scope,/business/employer,/location/location,/base/nations/supranational_body,/base/languagesfordomainnames/topic,/user/ktrueman/default_domain/international_organization,/base/estonia/topic,/location/dated_location
and	O
on	O
GSM	/user/robert/mobile_phones/band_encoding,/base/ontologies/ontology_instance,/common/topic,/user/bitwiseplatypus/default_domain/mobile_telephony_standard
mobile	O
networks	O
across	O
the	O
world	O
.	O

Unrelated	O
to	O
003	O
½	O
,	O
Ian	O
Fleming	O
Publications	O
began	O
publishing	O
a	O
successful	O
youth-oriented	O
line	O
of	O
Young	/book/written_work,/book/book,/common/topic
Bond	/book/written_work,/book/book,/common/topic
adventures	O
featuring	O
James	O
Bond	O
as	O
a	O
teenager	O
in	O
the	O
1930s	O
beginning	O
in	O
2005	O
.	O

However	O
,	O
Park	O
Eunjoo	O
of	O
Hankook	/business/employer,/book/newspaper,/book/periodical,/common/topic
Ilbo	/business/employer,/book/newspaper,/book/periodical,/common/topic
cited	O
an	O
anonymous	O
source	O
,	O
criticising	O
her	O
for	O
using	O
"	O
too	O
much	O
sex-appeal	O
"	O
but	O
Park	O
also	O
said	O
that	O
Uhm	O
's	O
performances	O
were	O
positively	O
received	O
by	O
the	O
public	O
.	O

It	O
was	O
originally	O
released	O
for	O
DOS	O
and	O
then	O
ported	O
to	O
the	O
Amiga	O
,	O
Amstrad	O
CPC	O
,	O
Atari	O
ST	O
,	O
BBC	O
Micro	O
,	O
Commodore	/cvg/cvg_platform,/base/tagit/man_made_thing,/computer/computer,/computer/computing_platform,/computer/operating_system,/common/topic,/base/ontologies/ontology_instance
64	/cvg/cvg_platform,/base/tagit/man_made_thing,/computer/computer,/computer/computing_platform,/computer/operating_system,/common/topic,/base/ontologies/ontology_instance
,	O
MSX	/base/tagit/man_made_thing,/cvg/cvg_platform,/computer/computing_platform,/computer/computer,/common/topic
and	O
ZX	/computer/operating_system,/computer/software,/computer/computer,/base/zxspectrum/topic,/cvg/cvg_platform,/book/periodical_subject,/base/argumentmaps/topic,/common/topic,/law/invention,/book/book_subject,/base/argumentmaps/original_idea,/base/tagit/man_made_thing
Spectrum	/computer/operating_system,/computer/software,/computer/computer,/base/zxspectrum/topic,/cvg/cvg_platform,/book/periodical_subject,/base/argumentmaps/topic,/common/topic,/law/invention,/book/book_subject,/base/argumentmaps/original_idea,/base/tagit/man_made_thing
.	O

In	O
007	O
Racing	O
the	O
player	O
takes	O
on	O
the	O
role	O
of	O
British	/user/skud/flags/topic,/location/administrative_division,/base/athletics/topic,/location/country,/business/employer,/base/charities/geographic_scope,/travel/tourist_attraction,/user/skud/legal/treaty_signatory,/user/skud/nuclear_weapons/topic,/base/unitednations/topic,/user/skud/nuclear_weapons/nuclear_power,/user/jamie/default_domain/yacht_racing/yacht_racing_country,/periodicals/newspaper_circulation_area,/organization/organization_scope,/sports/sport_country,/user/robert/military/military_power,/base/database/database_topic,/base/tagit/concept,/m/04l1354,/aviation/aircraft_owner,/user/skud/flags/flag_having_thing,/olympics/olympic_participating_country,/government/governmental_jurisdiction,/location/region,/user/skud/legal/topic,/business/business_location,/media_common/media_genre,/base/popstra/sww_base,/base/sharing/topic,/military/military_combatant,/base/athletics/athletics_country,/base/vancouver2010/topic,/base/languagesfordomainnames/topic,/base/jewlib/topic,/base/jewlib/parent_institution,/base/thoroughbredracing/thoroughbred_racehorse_origin,/government/government,/user/skud/embassies_and_consulates/embassy,/sports/sports_team_location,/fictional_universe/fictional_setting,/user/alexander/default_domain/royal_realm,/base/mystery/cryptid_area_of_occurrence,/base/prestatyn/topic,/amusement_parks/park,/base/unitednations/united_nations_member_state,/base/anzacs/topic,/base/worldwartwo/topic,/base/sharing/sharing_location,/location/uk_statistical_location,/user/robert/military/topic,/food/beer_country_region,/film/film_screening_venue,/base/leicester/topic,/base/database/topic,/meteorology/meteorological_service,/location/statistical_region,/royalty/kingdom,/base/jewlib/original_owner,/people/place_of_interment,/biology/breed_origin,/base/welshculture/topic,/base/popstra/location,/base/petbreeds/topic,/visual_art/art_owner,/location/location,/base/charities/topic,/organization/organization_member,/base/campaigns/campaign_location,/common/topic,/base/masterthesis/topic,/base/ontologies/ontology_instance,/film/film_genre,/base/ninamarlene/topic,/user/skud/boats/naval_combatant,/location/dated_location,/book/book_subject,/base/retail/retail_outlet,/base/popstra/topic,/organization/organization_founder,/film/film_location,/media_common/netflix_genre
secret	O
agent	O
Commander	O
James	O
Bond	O
behind	O
the	O
wheel	O
of	O
some	O
of	O
his	O
most	O
famous	O
vehicles	O
from	O
the	O
then-current	O
19	O
official	O
films	O
.	O

Alexander	O
(	O
2004	O
)	O
:	O
Babylon	O
Palace	O
on	O
one	O
side	O
,	O
Indian	O
Palace	O
on	O
the	O
other	O
side	O
Charlie	/media_common/adaptation,/media_common/netflix_title,/media_common/adapted_work,/base/wfilmbase/film,/award/award_nominated_work,/award/award_winning_work,/base/berlininternationalfilmfestival/topic,/common/topic,/base/wfilmbase/topic,/film/film
and	/media_common/adaptation,/media_common/netflix_title,/media_common/adapted_work,/base/wfilmbase/film,/award/award_nominated_work,/award/award_winning_work,/base/berlininternationalfilmfestival/topic,/common/topic,/base/wfilmbase/topic,/film/film
the	/media_common/adaptation,/media_common/netflix_title,/media_common/adapted_work,/base/wfilmbase/film,/award/award_nominated_work,/award/award_winning_work,/base/berlininternationalfilmfestival/topic,/common/topic,/base/wfilmbase/topic,/film/film
Chocolate	/media_common/adaptation,/media_common/netflix_title,/media_common/adapted_work,/base/wfilmbase/film,/award/award_nominated_work,/award/award_winning_work,/base/berlininternationalfilmfestival/topic,/common/topic,/base/wfilmbase/topic,/film/film
Factory	/media_common/adaptation,/media_common/netflix_title,/media_common/adapted_work,/base/wfilmbase/film,/award/award_nominated_work,/award/award_winning_work,/base/berlininternationalfilmfestival/topic,/common/topic,/base/wfilmbase/topic,/film/film
(	O
2005	O
)	O
:	O
The	O
chocolate	O
room	O
/	O
chocolate	O
river	O
.	O

008	O
:	O
Operation	O
Exterminate	O
(	O
A	O
008	O
,	O
operazione	O
Sterminio	O
)	O
is	O
a	O
1965	O
Italian	O
action	O
film	O
directed	O
and	O
written	O
by	O
Umberto	/people/person,/common/topic,/tv/tv_actor,/film/director,/film/writer
Lenzi	/people/person,/common/topic,/tv/tv_actor,/film/director,/film/writer
.	O

The	O
original	O
manga	O
was	O
named	O
009ノ1	O
(	O
"	O
Zero	O
Zero	O
Ku-no-ichi	O
"	O
;	O
a	O
pun	O
on	O
kunoichi	O
and	O
a	O
reference	O
to	O
the	O
main	O
character	O
's	O
occupation	O
as	O
a	O
spy	O
)	O
and	O
was	O
serialized	O
in	O
Weekly	/base/animemanga/topic,/base/animemanga/manga_title,/common/topic
Manga	/base/animemanga/topic,/base/animemanga/manga_title,/common/topic
Action	/base/animemanga/topic,/base/animemanga/manga_title,/common/topic
from	O
1967	O
to	O
1970	O
,	O
then	O
returned	O
briefly	O
in	O
1974	O
.	O

In	O
the	O
final	O
episode	O
,	O
there	O
are	O
two	O
homages	O
to	O
Gerry	O
Anderson	O
television	O
shows	O
involving	O
the	O
moon	O
,	O
an	O
Eagle	O
Transport	O
from	O
Space	/fictional_universe/fictional_universe,/tv/tv_program,/common/topic,/fictional_universe/work_of_fiction,/media_common/netflix_title
:	/fictional_universe/fictional_universe,/tv/tv_program,/common/topic,/fictional_universe/work_of_fiction,/media_common/netflix_title
1999	/fictional_universe/fictional_universe,/tv/tv_program,/common/topic,/fictional_universe/work_of_fiction,/media_common/netflix_title
and	O
SHADO	O
Mobile	O
's	O
from	O
UFO	/media_common/netflix_title,/common/topic,/tv/tv_program
.	O

Her	O
name	O
may	O
be	O
a	O
reference	O
to	O
Sean	O
Connery	O
,	O
who	O
portrayed	O
007	/base/popstra/sww_base,/book/written_work,/film/film_series,/fictional_universe/fictional_universe,/base/popstra/topic,/book/book,/cvg/game_series,/book/literary_series,/base/ontologies/ontology_instance,/common/topic
,	O
much	O
like	O
Great	O
Britain	O
.	O

She	O
is	O
most	O
likely	O
patterned	O
after	O
Rosa	O
Klebb	O
,	O
from	O
the	O
film	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
version	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
of	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
''	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
From	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
Russia	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
with	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
Love	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
''	/common/topic,/media_common/netflix_title,/base/berlininternationalfilmfestival/topic,/award/award_nominated_work,/award/award_winning_work,/award/ranked_item,/base/jamesbond007/bond_film,/base/jamesbond007/topic,/media_common/adaptation,/fictional_universe/work_of_fiction,/film/film
.	O

Specific	O
agents	O
would	O
be	O
known	O
to	O
high	O
command	O
by	O
their	O
own	O
names	O
,	O
and	O
when	O
deniability	/common/topic
was	O
at	O
stake	O
,	O
their	O
service	O
numbers	O
in	O
long	O
form	O
,	O
or	O
else	O
by	O
invented	O
codenames	O
.	O

In	O
the	O
first	O
novel	O
,	O
Casino	O
Royale	O
,	O
and	O
the	O
2006	/base/jamesbond007/topic,/base/wfilmbase/film,/base/productplacement/topic,/award/award_winning_work,/fictional_universe/work_of_fiction,/base/jamesbond007/bond_film,/common/topic,/film/film,/media_common/netflix_title,/media_common/adaptation,/base/wfilmbase/topic,/media_common/adapted_work,/award/award_nominated_work,/base/productplacement/product_placing_media
