m.012xls	Jimmy Doolittle	military.military_person,book.author,people.deceased_person,organization.organization_member,military.military_commander,award.award_winner,people.person
m.01wcgp	Gordon B. Hinckley	film.person_or_entity_appearing_in_film,book.author,people.deceased_person,award.award_winner,people.person
m.01wj9p	Harold Prince	influence.influence_node,film.actor,film.person_or_entity_appearing_in_film,award.award_nominee,book.author,film.director,award.award_winner,people.person
m.01xjly	Jean Monnet	tv.tv_personality,government.politician,organization.organization_founder,people.deceased_person,award.award_winner,people.person
m.020cfl	George Oppen	military.military_person,award.award_nominee,book.author,people.deceased_person,award.award_winner,people.person
m.021nc2	Roman Dmowski	government.politician,people.deceased_person,book.author,award.award_winner,people.person
m.021pn8	James Franck	influence.influence_node,military.military_person,education.academic,people.deceased_person,award.award_winner,people.person,symbols.name_source
m.021rms	Michael E. DeBakey	military.military_person,people.deceased_person,award.award_winner,people.person
m.023ryk	Wilder Penfield	influence.influence_node,award.hall_of_fame_inductee,people.deceased_person,education.academic,book.author,award.award_winner,people.person,symbols.name_source
m.023t0b	Kenneth More	influence.influence_node,film.actor,film.person_or_entity_appearing_in_film,tv.tv_actor,award.award_nominee,people.deceased_person,award.award_winner,people.person
m.024169	Leonid Levin	influence.influence_node,education.academic,award.award_winner,people.person
m.02664rv	Jeanne Little	tv.tv_personality,tv.tv_actor,award.award_nominee,award.award_winner,people.person
m.026wm5g	Martin Agronsky	tv.tv_personality,film.actor,tv.tv_actor,people.deceased_person,award.award_winner,people.person
m.027skz	Arthur Compton	influence.influence_node,film.person_or_entity_appearing_in_film,award.award_nominee,book.author,education.academic,people.deceased_person,award.award_winner,people.person,symbols.name_source
m.027v7k6	Gus Malzahn	sports.pro_athlete,american_football.football_coach,american_football.football_player,award.award_winner,people.person
m.02811lh	Unni Lindell	book.author,award.award_winner,people.person
m.02f1c	Dolly Parton	theater.theatrical_composer,music.lyricist,tv.tv_personality,music.group_member,film.actor,tv.tv_actor,people.person,film.person_or_entity_appearing_in_film,award.award_nominee,theater.theatrical_lyricist,music.composer,film.film_subject,organization.organization_founder,book.author,tv.tv_program_creator,award.award_winner,film.music_contributor,music.artist
m.02fc2	Daniel Dennett	tv.tv_personality,influence.influence_node,film.actor,film.person_or_entity_appearing_in_film,tv.tv_actor,award.award_nominee,book.author,award.award_winner,people.person
m.02gpdz	Mark Tully	book.author,award.award_winner,people.person
m.02kgy2	Rajkumar	influence.influence_node,film.actor,film.person_or_entity_appearing_in_film,people.deceased_person,award.award_winner,book.book_subject,music.artist,film.producer,people.person
m.02ldv0	Gary Sinise	music.group_member,tv.tv_personality,film.actor,tv.tv_actor,film.director,film.producer,people.person,theater.theater_actor,influence.influence_node,film.person_or_entity_appearing_in_film,award.award_nominee,organization.organization_founder,award.award_winner
m.02mbjf	Prem Nazir	film.actor,people.deceased_person,award.award_winner,people.person
m.02p9jt	Ronald Wilson	people.deceased_person,award.award_winner,people.person
m.02phyrc	Kerrod Walters	sports.pro_athlete,award.award_winner,people.person
m.02pp_bm	Bill Geist	tv.tv_personality,tv.tv_actor,award.award_nominee,book.author,award.award_winner,people.person
m.02rn_j	Pierre-Gilles de Gennes	influence.influence_node,people.deceased_person,education.academic,book.author,business.board_member,award.award_winner,people.person
m.02wz8b8	Phyllis McGinley	film.film_story_contributor,influence.influence_node,award.award_nominee,people.deceased_person,book.author,award.award_winner,people.person
m.02xcyn	Bert Sakmann	education.academic,award.award_winner,people.person
m.03c3zdj	Enid Campbell	people.deceased_person,book.author,award.award_winner,people.person
m.03cd7h	Andrei Linde	influence.influence_node,education.academic,award.award_winner,people.person
m.03cgr3r	Richard Holmes	award.award_nominee,book.author,award.award_winner,people.person
m.03cprst	Sofi Oksanen	film.film_story_contributor,award.award_nominee,book.author,award.award_winner,film.producer,people.person
m.03cxdjv	Erling Porsild	book.author,education.academic,people.deceased_person,award.award_winner,people.person
m.03d6xyg	Thomas Madden	book.author,award.award_winner,people.person
m.03ft8	Gene Roddenberry	music.lyricist,music.group_member,film.film_story_contributor,film.writer,film.producer,symbols.name_source,people.person,fictional_universe.fictional_character_creator,influence.influence_node,military.military_person,tv.tv_producer,award.award_nominee,tv.tv_program_creator,book.author,award.hall_of_fame_inductee,tv.tv_writer,people.deceased_person,award.award_winner,music.artist
m.03h2kfd	Peter Shergold	book.author,business.board_member,award.award_winner,people.person
m.03j2hjn	Diamond Jenness	book.author,people.deceased_person,award.award_winner,people.person
m.03k3jy	Paul Siple	book.author,people.deceased_person,award.award_winner,people.person
m.03k5vl	Frankie Manning	influence.influence_node,film.person_or_entity_appearing_in_film,award.award_nominee,book.author,people.deceased_person,award.award_winner,book.book_subject,people.person
m.03lx1m	John Landy	sports.pro_athlete,government.politician,olympics.olympic_athlete,film.film_subject,award.award_winner,people.person
m.03q8y	Hank Aaron	sports.sports_award_winner,sports.pro_athlete,film.actor,film.person_or_entity_appearing_in_film,tv.tv_actor,book.author,award.hall_of_fame_inductee,business.board_member,award.award_winner,people.person
m.040zm7	Peter Cosgrove	government.politician,military.military_person,award.award_winner,people.person
m.04126tb	F. Gordon A. Stone	influence.influence_node,film.editor,education.academic,people.deceased_person,book.author,award.award_winner,people.person
m.04258w	Samuel Fuller	tv.tv_personality,film.film_story_contributor,film.actor,tv.tv_actor,film.writer,film.director,film.producer,people.person,influence.influence_node,military.military_person,film.person_or_entity_appearing_in_film,award.award_nominee,book.author,tv.tv_writer,people.deceased_person,award.award_winner
m.042m78	Iggie Wolfington	theater.theater_actor,influence.influence_node,military.military_person,film.actor,tv.tv_actor,award.award_nominee,people.deceased_person,award.award_winner,music.artist,people.person
m.043msml	George Mardikian	government.politician,people.deceased_person,book.author,award.award_winner,people.person
m.043p8b5	Ram Narayan	music.group_member,music.composer,award.award_winner,film.music_contributor,people.person,music.artist
m.046f80	Vijay Tendulkar	film.film_story_contributor,influence.influence_node,film.actor,award.award_nominee,film.writer,book.author,people.deceased_person,award.award_winner,people.person
m.04cyzm	Fouad Ajami	tv.tv_actor,book.author,people.deceased_person,award.award_winner,people.person
m.04d5cg	Gabriel Axel	influence.influence_node,film.person_or_entity_appearing_in_film,award.award_nominee,film.writer,people.deceased_person,film.director,award.award_winner,people.person
m.04dx6s	Lionel Rees	military.military_person,people.deceased_person,award.award_winner,people.person
m.04f0dm	Albert Ball	military.military_person,film.person_or_entity_appearing_in_film,people.deceased_person,award.award_winner,people.person
m.04f_yy	Christopher Teesdale	military.military_person,people.deceased_person,award.award_winner,people.person
m.04g1k3	Henry Tombs	military.military_person,people.deceased_person,award.award_winner,people.person
m.04g1n9	Edgar Towner	military.military_person,people.deceased_person,award.award_winner,people.person
m.04g2kg	Ganju Lama	military.military_person,people.deceased_person,award.award_winner,people.person
m.04gpf_	Bill Hunter	film.actor,film.person_or_entity_appearing_in_film,tv.tv_actor,award.award_nominee,people.deceased_person,award.award_winner,people.person
m.04jb4s	Henry Kelly	military.military_person,people.deceased_person,award.award_winner,people.person
m.04jj7j	Joseph Maxwell	military.military_person,people.deceased_person,film.director,award.award_winner,people.person
m.04jjc9	James Newland	military.military_person,people.deceased_person,award.award_winner,people.person
m.04jk3m	James Ockendon	military.military_person,people.deceased_person,award.award_winner,people.person
m.04jql_	James McCudden	military.military_person,book.author,people.deceased_person,award.award_winner,people.person
m.04jw8j	Mick Mannock	military.military_person,people.deceased_person,award.award_winner,people.person
m.04k4py	George Findlay	military.military_person,people.deceased_person,award.award_winner,people.person
m.04kq3p	Arthur Harden	influence.influence_node,book.author,people.deceased_person,education.academic,award.award_winner,people.person,symbols.name_source
m.04mn7m	Stefanie Powers	theater.theater_actor,influence.influence_node,film.actor,tv.tv_actor,award.award_nominee,film.writer,organization.organization_founder,award.award_winner,film.producer,people.person
m.04rc16	Samuel Eto'o	sports.sports_award_winner,sports.pro_athlete,film.actor,olympics.olympic_athlete,soccer.football_player,award.award_nominee,award.award_winner,people.person
m.04sr4q	Flórián Albert	sports.pro_athlete,olympics.olympic_athlete,soccer.football_player,people.deceased_person,award.award_winner,people.person
m.0544nj	John Toohey	award.award_winner,people.person
m.058lhh	Kenneth Hare	book.author,education.academic,people.deceased_person,award.award_winner,people.person
m.05cl9n	Robin Hill	book.author,people.deceased_person,award.award_winner,people.person
m.05kp5y	Tom Harmon	sports.pro_athlete,film.actor,military.military_person,film.person_or_entity_appearing_in_film,tv.tv_actor,award.award_nominee,people.deceased_person,american_football.football_player,award.award_winner,people.person
m.05szszb	Pål Bang-Hansen	tv.tv_personality,film.actor,film.writer,book.author,people.deceased_person,film.director,award.award_winner,film.producer,people.person
m.05vfl8j	W. S. Di Piero	award.award_nominee,book.author,award.award_winner,people.person
m.05xrbm1	Yashpal.	book.author,people.deceased_person,award.award_winner,people.person
m.05xsxh_	B. Jayant Baliga	book.author,award.award_winner,people.person
m.0631m9	Alf Clausen	music.group_member,music.composer,award.award_nominee,award.award_winner,film.music_contributor,music.artist,people.person
m.066sl2	Ben Green	influence.influence_node,education.academic,award.award_winner,people.person
m.06c7pd	Gregory Breit	people.deceased_person,award.award_winner,people.person
m.06dv3	Russell Crowe	music.group_member,tv.tv_personality,film.actor,tv.tv_actor,film.director,people.person,film.producer,celebrities.celebrity,film.person_or_entity_appearing_in_film,music.composer,award.award_nominee,award.award_winner,music.artist
m.06ljp	Rex Ingram	film.actor,film.writer,people.deceased_person,film.director,award.award_winner,people.person
m.079h3g	Claire Phillips	film.film_story_contributor,book.author,people.deceased_person,award.award_winner,people.person
m.07z6vp	Qurratulain Hyder	influence.influence_node,book.author,people.deceased_person,award.award_winner,people.person
m.080f8nz	Aharon Razin	award.award_winner,people.person
m.0814wy	James Rowland	military.military_person,government.politician,people.deceased_person,award.award_winner,people.person
m.081bh_	Amjad Ali Khan	music.group_member,film.actor,film.person_or_entity_appearing_in_film,award.award_nominee,award.award_winner,music.artist,people.person
m.081l_	Wim Wenders	film.film_story_contributor,film.actor,film.writer,film.director,people.person,film.producer,film.person_or_entity_appearing_in_film,film.film_subject,film.editor,award.award_nominee,book.author,award.award_winner
m.084xnp	Edwin Southern	influence.influence_node,education.academic,award.award_winner,people.person
m.0854b	Walter Gropius	influence.influence_node,military.military_person,book.author,organization.organization_founder,people.deceased_person,architecture.architect,visual_art.visual_artist,business.board_member,award.award_winner,business.employer,people.person
m.08nbv9	David Kazhdan	education.academic,book.author,award.award_winner,people.person
m.08thxr	Barry Simon	book.author,award.award_winner,people.person
m.0924r4	Ellen Stewart	film.person_or_entity_appearing_in_film,people.deceased_person,organization.organization_founder,visual_art.visual_artist,award.award_winner,people.person
m.0951s	Milan Kundera	film.film_story_contributor,influence.influence_node,award.award_nominee,book.author,film.writer,award.award_winner,book.book_subject,people.person,symbols.name_source
m.097hk	Frederick Seitz	influence.influence_node,book.author,organization.organization_founder,education.academic,people.deceased_person,award.award_winner,people.person
m.098r2f	Hugh Huxley	influence.influence_node,education.academic,people.deceased_person,award.award_winner,people.person
m.09gst_	Richard Pratt	organization.organization_founder,people.deceased_person,award.award_winner,people.person
m.09kt30	Arjun Sarja	film.film_story_contributor,influence.influence_node,film.actor,award.award_nominee,film.writer,film.director,award.award_winner,music.artist,film.producer,people.person
m.09v2_6	Peter Maffay	music.group_member,tv.tv_personality,music.composer,award.award_nominee,organization.organization_founder,award.award_winner,people.person,music.artist
m.0b3k8c	Joe Burk	people.deceased_person,award.award_winner,people.person
m.0b75n2w	Wolfgang Kohlhaase	film.film_story_contributor,film.actor,award.award_nominee,film.writer,film.director,award.award_winner,people.person
m.0b_c7	Franco Zeffirelli	film.film_story_contributor,film.actor,film.writer,film.director,film.producer,film.film_crewmember,people.person,influence.influence_node,government.politician,film.person_or_entity_appearing_in_film,award.award_nominee,book.author,award.award_winner,opera.librettist
m.0bb98g	Wilhelm Genazino	book.author,award.award_winner,people.person
m.0bt38y	Juan Marsé	film.film_story_contributor,book.author,award.award_winner,people.person
m.0bxww2	Frank Wild	military.military_person,people.deceased_person,award.award_winner,people.person
m.0c1fbt	Michael Pepper	influence.influence_node,education.academic,award.award_winner,people.person
m.0c3gnt	Regina Benjamin	government.politician,award.award_winner,people.person
m.0cfs68	Anne McLaren	influence.influence_node,people.deceased_person,book.author,education.academic,award.award_winner,people.person
m.0cv0r5	Stefania Sandrelli	influence.influence_node,film.actor,award.award_nominee,film.writer,film.director,award.award_winner,people.person
m.0d2qm6	Manjul Bhargava	education.academic,award.award_winner,people.person
m.0dn0nk	John Braham	military.military_person,people.deceased_person,award.award_winner,people.person
m.0f_y9	John Denver	music.lyricist,film.film_story_contributor,music.group_member,tv.tv_personality,film.actor,tv.tv_actor,people.person,tv.tv_producer,music.producer,film.person_or_entity_appearing_in_film,award.award_nominee,music.composer,organization.organization_founder,people.deceased_person,award.award_winner,film.music_contributor,music.artist
m.0fbts1	Harold Barlow	people.deceased_person,award.award_winner,people.person
m.0fjgy	Xanana Gusmão	government.politician,film.person_or_entity_appearing_in_film,organization.organization_founder,award.award_winner,people.person
m.0fq_rg	Eric Lomax	film.film_story_contributor,military.military_person,award.award_nominee,book.author,people.deceased_person,award.award_winner,book.book_subject,people.person
m.0g1gd3	Pierre Bertaux	people.deceased_person,award.award_winner,people.person
m.0g5sb0v	Kenneth Setton	book.author,people.deceased_person,award.award_winner,people.person
m.0gbkf	Jack Buck	military.military_person,book.author,people.deceased_person,award.award_winner,people.person
m.0gmf9rc	Peter Vitousek	education.academic,people.deceased_person,award.award_winner,people.person
m.0h0wc	Meryl Streep	music.group_member,tv.tv_personality,film.actor,tv.tv_actor,people.person,theater.theater_actor,celebrities.celebrity,influence.influence_node,film.person_or_entity_appearing_in_film,award.award_nominee,award.hall_of_fame_inductee,award.award_winner,book.book_subject,music.artist
m.0h7c0w	Peter Harvey	tv.tv_personality,people.deceased_person,award.award_winner,people.person
m.0j7nz	Marie Bashir	government.politician,business.board_member,award.award_winner,people.person
m.0k9j_	Gregory Peck	tv.tv_personality,film.actor,tv.tv_actor,film.producer,people.person,theater.theater_actor,influence.influence_node,film.person_or_entity_appearing_in_film,award.award_nominee,award.ranked_item,organization.organization_founder,people.deceased_person,award.award_winner,music.artist
m.0kjgl	Michael Douglas	tv.tv_personality,film.actor,tv.tv_actor,film.producer,people.person,celebrities.celebrity,medicine.notable_person_with_medical_condition,influence.influence_node,tv.tv_producer,film.person_or_entity_appearing_in_film,award.award_nominee,award.award_winner
m.0klh7	Harvey Keitel	theater.theater_actor,influence.influence_node,film.actor,film.person_or_entity_appearing_in_film,tv.tv_actor,award.award_nominee,award.award_winner,music.artist,film.producer,people.person
m.0kr5_	Richard Attenborough	tv.tv_personality,film.actor,tv.tv_actor,film.director,film.film_crewmember,symbols.name_source,film.producer,people.person,royalty.noble_person,government.politician,military.military_person,film.person_or_entity_appearing_in_film,award.award_nominee,book.author,people.deceased_person,award.award_winner,music.artist
m.0x2zgd9	Marilyn Renfree	award.award_winner,people.person
m.023k1h	John Noyes	government.politician,book.author,people.deceased_person,people.person
m.0268jjm	Peter Swart	government.politician,people.deceased_person,people.person
m.026blfg	Bayard Clarke	government.politician,people.deceased_person,people.person
m.026dr79	Job Roberts Tyson	government.politician,people.deceased_person,people.person
m.026hqn3	Josiah Masters	government.politician,people.deceased_person,people.person
m.026kc77	Nathan Williams	government.politician,people.deceased_person,people.person
m.026l6rd	Charles Rich	government.politician,book.author,people.deceased_person,people.person
m.026mw5_	Mitchell May	government.politician,people.deceased_person,people.person
m.026n1qs	Gregory McMahon	military.military_person,government.politician,people.deceased_person,people.person
m.026wv94	Raphael Neale	government.politician,people.deceased_person,people.person
m.0272jqf	John O'Connor Power	government.politician,people.deceased_person,people.person
m.027gkm8	Archibald B. Darragh	government.politician,people.deceased_person,people.person
m.027kc3l	George Spalding	government.politician,military.military_person,people.deceased_person,people.person
m.027l348	Benjamin Say	government.politician,people.deceased_person,people.person
m.027y1nk	Aaron Matson	government.politician,people.deceased_person,people.person
m.027yvp	Auberon Herbert	influence.influence_node,government.politician,people.deceased_person,people.person
m.02px5_l	Ansel Sterling	government.politician,people.deceased_person,people.person
m.02pywxf	John A. Gale	government.politician,people.person
m.02q64s8	Carlos D. Shelden	government.politician,people.deceased_person,people.person
m.02q67fy	Frank D. Scott	government.politician,people.deceased_person,people.person
m.02qhdcb	Walter Flowers	government.politician,people.deceased_person,people.person
m.02qzs1k	Frank Charles Wachter	government.politician,people.deceased_person,people.person
m.02r8gn4	Obadiah B. McFadden	government.politician,people.deceased_person,people.person
m.02rg47v	Dan Meridor	government.politician,people.person
m.02rgwqd	Antoni Sadlak	military.military_person,government.politician,people.deceased_person,people.person
m.02rhds1	Clark Burdick	government.politician,people.deceased_person,people.person
m.02rhgby	Franklin E. Brooks	government.politician,people.deceased_person,people.person
m.02rhhsc	Hugh S. Hersman	government.politician,people.deceased_person,people.person
m.02rhkbx	John M. Costello	government.politician,people.deceased_person,people.person
m.02rjxlz	Oliver P. Snyder	government.politician,people.deceased_person,people.person
m.02rjy8z	Richard French	government.politician,people.deceased_person,people.person
m.02rjzv3	Thomas L. Reilly	government.politician,people.deceased_person,people.person
m.02rk0hf	Willis W. Bradley	military.military_person,government.politician,people.deceased_person,people.person
m.02rk0jg	Wingfield Bullock	government.politician,people.deceased_person,people.person
m.02rk0pm	Braswell Deen	government.politician,people.deceased_person,people.person
m.02rk1sb	Goldsmith W. Hewitt	government.politician,people.deceased_person,people.person
m.02rk1y4	Joe Starnes	government.politician,people.deceased_person,people.person
m.02rk27t	Sydenham Moore	government.politician,people.deceased_person,people.person
m.02rk93g	Charles Eugene Fuller	government.politician,people.deceased_person,people.person
m.02rk9__	Isaac Clements	government.politician,people.deceased_person,people.person
m.02rkb65	James McKinney	government.politician,people.deceased_person,people.person
m.02rkcbm	Philip Knopf	government.politician,people.deceased_person,people.person
m.02rkckh	Richard S. Molony	government.politician,people.deceased_person,people.person
m.02rkcsq	Rolla C. McMillen	government.politician,people.deceased_person,people.person
m.02rkd96	Walter Reeves	government.politician,people.deceased_person,people.person
m.02rkdd_	William H. Gest	government.politician,people.deceased_person,people.person
m.02rkf2n	Charles A. O. McClellan	government.politician,people.deceased_person,people.person
m.02rkg1y	George W. Cromer	government.politician,people.deceased_person,people.person
m.02rkj37	William H. Calkins	government.politician,military.military_person,book.author,people.deceased_person,people.person
m.02rklcf	William Herod	government.politician,people.deceased_person,people.person
m.02rklnq	Aaron Vanderpoel	government.politician,people.deceased_person,people.person
m.02rkls4	Abraham H. Schenck	government.politician,people.deceased_person,people.person
m.02rkmh5	Benjamin Ellicott	government.politician,people.deceased_person,people.person
m.02rknbb	Charles Tracey	government.politician,people.deceased_person,people.person
m.02rkp10	Edward Swann	government.politician,people.deceased_person,people.person
m.02rkp43	Eli Perry	government.politician,people.deceased_person,people.person
m.02rkrzn	Joel Frost	government.politician,people.deceased_person,people.person
m.02rksd1	John H. Starin	government.politician,people.deceased_person,people.person
m.02rksff	John Hammond	government.politician,military.military_person,people.deceased_person,people.person
m.02rkt65	Joseph J. Little	government.politician,people.deceased_person,people.person
m.02rktb9	Josiah Sutherland	government.politician,people.deceased_person,people.person
m.02rktgf	Lewis Riggs	government.politician,people.deceased_person,people.person
m.02rkthg	Lloyd Bryce	government.politician,people.deceased_person,people.person
m.02rkv60	Orsamus B. Matteson	government.politician,people.deceased_person,people.person
m.02rkwf8	Seth Wakeman	government.politician,people.deceased_person,people.person
m.02rkxdx	Timothy Childs	government.politician,people.deceased_person,people.person
m.02rkxph	Willard Ives	government.politician,people.deceased_person,people.person
m.02rl0xm	Charles Martin	government.politician,people.deceased_person,people.person
m.02rl167	Robert Smith	government.politician,people.deceased_person,people.person
m.02rl1p1	Smith Miller	government.politician,people.deceased_person,people.person
m.02rl4zm	Charles St. John	government.politician,people.deceased_person,people.person
m.02rlcgg	Hugh White	government.politician,people.deceased_person,people.person
m.02rldrc	Richard Young	government.politician,people.deceased_person,people.person
m.02rldwv	Ambrose Kennedy	government.politician,people.deceased_person,people.person
m.02rm9j3	Homer Hoch	government.politician,people.deceased_person,people.person
m.02rm9mk	Harrison Kelley	government.politician,people.deceased_person,people.person
m.02rmn0w	Wesley Lloyd	government.politician,people.deceased_person,people.person
m.02rr75f	John Otis	government.politician,people.deceased_person,people.person
m.02rtm_5	Harry Cage	government.politician,people.deceased_person,people.person
m.02rtn9v	Jason Niles	government.politician,people.deceased_person,people.person
m.02rv97_	Robert C. Davey	government.politician,people.deceased_person,people.person
m.02ry1sr	Samuel J. Gholson	military.military_person,government.politician,people.deceased_person,people.person
m.02ry1w4	Theodore Gourdin	government.politician,people.deceased_person,people.person
m.02rz5vd	David Patterson Dyer	government.politician,people.deceased_person,people.person
m.02rz7h1	Lyne Metcalfe	government.politician,people.deceased_person,people.person
m.02rz7m5	Nathan Frank	government.politician,people.deceased_person,people.person
m.02rz8l3	William P. Elmer	government.politician,people.deceased_person,people.person
m.02vn_hr	Harry Skinner	government.politician,people.deceased_person,people.person
m.02vrp1c	Eldred Simkins	government.politician,people.deceased_person,people.person
m.02vrp1q	Joseph Brevard	government.politician,people.deceased_person,people.person
m.02w71n_	Dominic Hannigan	government.politician,people.person
m.02x2z92	Reuben Davis	government.politician,military.military_person,book.author,people.deceased_person,people.person
m.02x5k78	Joshua A. Lowell	government.politician,people.deceased_person,people.person
m.02x5n98	Luther Severance	government.politician,people.deceased_person,people.person
m.031npy	Martin Chittenden	government.politician,book.author,people.deceased_person,people.person
m.0344_f	John Williams	government.politician,people.deceased_person,people.person
m.03c2_2r	Charles L. South	government.politician,people.deceased_person,people.person
m.03c2_3f	Dale Milford	government.politician,people.deceased_person,people.person
m.03c2_m4	William M. McCarty	government.politician,people.deceased_person,people.person
m.03c2_v_	Charles Stewart	military.military_person,government.politician,people.deceased_person,people.person
m.03c2_vn	James Young	government.politician,people.deceased_person,people.person
m.03c2zc2	John Ely	government.politician,people.deceased_person,people.person
m.03c2zxx	Jeremiah V. Cockrell	government.politician,people.deceased_person,people.person
m.03c_386	Heidi Larssen	government.politician,people.person
m.03c_3hf	Åge Konradsen	government.politician,people.person
m.03cqj6m	Shaun Nelson	government.politician,people.person
m.03cw9hr	Kjellaug Nakkim	government.politician,people.person
m.03d5zk5	John-Ragnar Aarset	government.politician,people.person
m.03ks9g	John Patton	government.politician,people.deceased_person,people.person
m.03x5xq	Erastus Corning	government.politician,organization.organization_founder,people.deceased_person,people.person
m.0404gqp	Karstein Hansen	government.politician,people.person
m.0404pyw	Sverre Moen	government.politician,people.deceased_person,people.person
m.043kh9x	Margit Hansen-Krone	government.politician,people.person
m.043ksw3	Lars Lefdal	government.politician,people.person
m.043r8g5	Elise Fliflet	government.politician,people.deceased_person,people.person
m.043t83	Dianne Yates	government.politician,people.person
m.047q8vd	Henrik Jahre	government.politician,people.person
m.04f9c4	Absalom Tatom	government.politician,people.deceased_person,people.person
m.04fd62	Orlando Hubbs	government.politician,people.deceased_person,people.person
m.04jd3qb	Frank Briant	government.politician,people.deceased_person,people.person
m.04ljcvl	George McClellan	government.politician,people.deceased_person,people.person
m.04mxhhw	Johan Arndt	government.politician,people.deceased_person,people.person
m.04n1d_n	Snøfrid Skaare	government.politician,people.person
m.04yb0z_	Kristin Moe	government.politician,people.person
m.04z_5gb	Marylise Lebranchu	government.politician,people.person
m.054ttm	Maria Martens	government.politician,people.person
m.05m7ll	John Archer	government.politician,people.deceased_person,people.person
m.05mz0l2	Harald Nikolai Brøvig	government.politician,people.person
m.05p9_tp	Louis Sainte-Marie	government.politician,people.deceased_person,people.person
m.05rwcg	Ted Morton	government.politician,education.academic,people.person
m.05zpphw	Brograve Beauchamp	royalty.noble_person,government.politician,people.deceased_person,people.person
m.062f1f	Frederic M. Sackett	government.politician,people.deceased_person,people.person
m.064pwtl	Alexander Willem Frederik Idenburg	government.politician,people.deceased_person,people.person
m.06_2h6	Paddy Wilson	government.politician,people.deceased_person,people.person
m.06t1h4	Thomas Foster	government.politician,people.deceased_person,people.person
m.06yjq_	Morris Sheppard	government.politician,people.deceased_person,people.person
m.07999z	Peggy Duff	government.politician,people.deceased_person,people.person
m.07jthn	Michael Donohoe	government.politician,people.deceased_person,people.person
m.07l4pm	John Chenoweth	government.politician,people.deceased_person,people.person
m.07s5wv	John Jameson	government.politician,people.deceased_person,people.person
m.07wbs6	Leo F. Rayfiel	government.politician,people.deceased_person,people.person
m.08597d	Ghislain Lebel	government.politician,people.person
m.09166n	Albert Blakeney	government.politician,people.deceased_person,people.person
m.09gq1tn	Daniel O'Callaghan	government.politician,people.person
m.09tc8k	Phineas Hitchcock	government.politician,people.deceased_person,people.person
